district,category,subcategory,year,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2013 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2013 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2013 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2014 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2014 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2014 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2014 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2015 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2015 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2015 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2015 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2016 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2016 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2016 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2016 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2017 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2017 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2017 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2017 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0121 Attempted Murder,2018 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2011 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2011 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2012 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2012 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2012 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2012 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2013 Q1,1
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2013 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2013 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2013 Q4,1
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2014 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2014 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2014 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2014 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2015 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2015 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2015 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2015 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2016 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2016 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2016 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2016 Q4,1
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2017 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2017 Q2,1
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2017 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2017 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0131 Manslaughter,2018 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2011 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2011 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2012 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2012 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2012 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2012 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2013 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2013 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2013 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2013 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2014 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2014 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2014 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2014 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2015 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2015 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2015 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2015 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2016 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2016 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2016 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2016 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2017 Q1,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2017 Q2,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2017 Q3,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2017 Q4,0
Katherine Crime Statistics,01 Homicide and related offences, 0132 Driving causing death,2018 Q1,0
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2011 Q3,134
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2011 Q4,166
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2012 Q1,186
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2012 Q2,166
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2012 Q3,183
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2012 Q4,204
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2013 Q1,163
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2013 Q2,148
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2013 Q3,203
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2013 Q4,148
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2014 Q1,134
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2014 Q2,147
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2014 Q3,171
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2014 Q4,163
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2015 Q1,77
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2015 Q2,119
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2015 Q3,101
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2015 Q4,135
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2016 Q1,91
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2016 Q2,105
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2016 Q3,114
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2016 Q4,126
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2017 Q1,136
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2017 Q2,101
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2017 Q3,136
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2017 Q4,172
Katherine Crime Statistics,02 Acts intended to cause injury, 021 Assault,2018 Q1,41
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2011 Q3,1
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2011 Q4,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2012 Q1,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2012 Q2,1
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2012 Q3,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2012 Q4,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2013 Q1,2
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2013 Q2,1
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2013 Q3,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2013 Q4,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2014 Q1,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2014 Q2,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2014 Q3,1
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2014 Q4,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2015 Q1,1
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2015 Q2,1
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2015 Q3,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2015 Q4,2
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2016 Q1,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2016 Q2,1
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2016 Q3,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2016 Q4,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2017 Q1,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2017 Q2,2
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2017 Q3,1
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2017 Q4,0
Katherine Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2018 Q1,0
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2011 Q3,5
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2011 Q4,5
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2012 Q1,2
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2012 Q2,4
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2012 Q3,6
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2012 Q4,5
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q1,8
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q2,2
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q3,5
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q4,9
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q1,3
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q2,9
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q3,10
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q4,8
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q1,7
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q2,5
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q3,2
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q4,9
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q1,5
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q2,5
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q3,8
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q4,12
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q1,8
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q2,11
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q3,7
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q4,9
Katherine Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2018 Q1,2
Katherine Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2011 Q3,1
Katherine Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2011 Q4,2
